
Symbol,Last,Net Chng,Bid,Ask
.SLB221202P38,.11,0,.01,.09
.SLB221202P39,.06,0,.01,.12
.SLB221202P40,.06,0,.02,.11
.SLB221202P41,.28,0,.03,.13
.SLB221202P42,.11,0,.01,.14
.SLB221202P43,.22,0,.02,.15
.SLB221202P44,.18,0,.04,.15
.SLB221202P45,.16,-.04,.07,.14
.SLB221202P46,.24,0,.09,.17
.SLB221202P47,.26,-.05,.17,.21
.SLB221202P48,.24,-.30,.23,.29
.SLB221202P49,.36,-.25,.33,.40
.SLB221202P50,.51,-.39,.47,.55
.SLB221202P51,.73,-.58,.69,.76
.SLB221202P52,1.04,-.67,.94,1.06
.SLB221202P53,1.54,-.33,1.31,1.44
.SLB221202P54,2.33,-.37,1.77,1.92
.SLB221202P55,2.92,-.69,2.09,2.53
.SLB221202P56,3.05,-1.35,3.00,3.20
.SLB221202P57,4.20,0,3.70,4.00
.SLB221209P30,.03,0,0,.04
.SLB221209P40,.12,0,.04,.15
.SLB221209P41,.10,0,.06,.17
.SLB221209P42,.20,0,.08,.18
.SLB221209P43,.14,0,.11,.20
.SLB221209P44,.21,0,.15,.24
.SLB221209P45,.30,-.06,.19,.27
.SLB221209P46,.38,0,.27,.34
.SLB221209P47,.51,-.17,.36,.44
.SLB221209P48,.53,-.39,.46,.56
.SLB221209P49,.65,-.34,.62,.72
.SLB221209P50,.88,-.37,.83,.93
.SLB221209P51,1.60,0,1.09,1.25
.SLB221209P52,2.01,0,1.42,1.54
.SLB221209P53,2.10,-.40,1.81,1.97
.SLB221209P54,2.85,-.11,2.30,2.45
.SLB221209P55,2.88,-.84,2.87,3.00
.SLB221209P56,2.53,0,3.50,3.65
.SLB221209P57,5.68,0,4.20,4.40
.SLB221209P58,6.85,0,5.00,5.20
.SLB221209P60,7.62,0,6.75,6.95
.SLB221125P25,.02,0,0,.03
.SLB221125P30,.02,0,0,.02
.SLB221125P31,.02,0,0,.04
.SLB221125P32,.02,0,0,.03
.SLB221125P33,.03,0,0,.05
.SLB221125P34,.03,0,0,.05
.SLB221125P35,.58,0,0,.07
.SLB221125P36,.02,-.01,0,.03
.SLB221125P37,.02,-.02,0,.05
.SLB221125P38,.04,0,0,.05
.SLB221125P40,.03,-.01,0,.03
.SLB221125P41,.03,0,0,.03
.SLB221125P42,.05,0,0,.03
.SLB221125P43,.04,0,0,.03
.SLB221125P44,.05,0,.01,.04
.SLB221125P44.5,.02,-.04,.01,.04
.SLB221125P45,.03,-.03,.02,.04
.SLB221125P46,.08,0,.02,.04
.SLB221125P46.5,.11,0,.02,.04
.SLB221125P47,.10,0,.03,.05
.SLB221125P47.5,.13,+.02,.03,.05
.SLB221125P48,.07,-.11,.04,.06
.SLB221125P48.5,.18,0,.05,.08
.SLB221125P49,.11,-.13,.07,.09
.SLB221125P49.5,.17,-.15,.09,.12
.SLB221125P50,.15,-.16,.13,.15
.SLB221125P51,.27,-.36,.23,.27
.SLB221125P52,.48,-.32,.42,.48
.SLB221125P53,.81,-.43,.73,.78
.SLB221125P54,1.22,-.66,1.20,1.34
.SLB221125P55,2.00,-1.33,1.85,2.05
.SLB221125P56,3.18,-1.04,2.60,2.92
.SLB221125P57,4.16,-1.02,3.50,3.85
.SLB221125P58,3.83,0,4.45,4.80
.SLB221125P59,5.85,+1.35,5.45,5.75
.SLB221125P60,8.50,0,6.40,6.75
.SLB221125P63,11.00,0,9.40,9.80
.SLB221125P64,11.95,0,10.40,10.80
.SLB221125P70,18.65,0,16.45,16.80
.SLB221118P17.5,.01,0,0,.06
.SLB221118P20,.01,0,0,.06
.SLB221118P22.5,.03,0,0,.16
.SLB221118P25,.01,0,0,.01
.SLB221118P27.5,.02,0,0,.07
.SLB221118P30,.01,0,0,.07
.SLB221118P32.5,.02,0,0,.07
.SLB221118P35,.01,0,0,.02
.SLB221118P37.5,.01,0,0,.01
.SLB221118P39,.07,0,0,.02
.SLB221118P40,.01,0,0,.02
.SLB221118P41,.02,0,0,.03
.SLB221118P42,.03,0,0,.02
.SLB221118P42.5,.02,0,0,.05
.SLB221118P43,.01,0,0,.03
.SLB221118P43.5,.02,0,0,.03
.SLB221118P44,.02,0,0,.03
.SLB221118P44.5,.02,0,0,.03
.SLB221118P45,.01,-.02,0,.01
.SLB221118P45.5,.02,0,0,.03
.SLB221118P46,.02,0,0,.03
.SLB221118P46.5,.04,0,0,.01
.SLB221118P47,.02,0,0,.02
.SLB221118P47.5,.01,-.02,0,.01
.SLB221118P48,.03,0,0,.02
.SLB221118P48.5,.01,-.02,0,.03
.SLB221118P49,.02,-.02,0,.03
.SLB221118P49.5,.04,0,0,.03
.SLB221118P50,.01,-.04,0,.01
.SLB221118P51,.01,-.09,0,.01
.SLB221118P52,.01,-.24,0,.03
.SLB221118P52.5,.02,-.41,0,.01
.SLB221118P53,.03,-.62,.01,.04
.SLB221118P54,.50,-1.53,.44,.67
.SLB221118P55,1.65,-.93,1.49,1.67
.SLB221118P56,3.02,-.51,2.48,2.68
.SLB221118P57,4.12,+.90,3.45,3.70
.SLB221118P58,3.30,0,4.45,4.75
.SLB221118P59,4.72,0,5.35,5.70
.SLB221118P60,5.10,0,6.35,6.65
.SLB221118P70,21.45,0,16.45,16.70
.SJT250117P2.5,4.98,0,0,5.00
.SJT250117P7.5,2.10,0,1.10,2.90
.SJT250117P10,6.00,0,2.40,4.00
.SJT250117P12.5,8.00,0,3.70,5.50
.SJT250117P15,10.00,0,4.80,7.40
.SJT240119P2.5,4.62,0,0,5.00
.SJT240119P5,.75,0,.30,.70
.SJT240119P7.5,1.20,0,.90,1.55
.SJT240119P10,2.65,0,2.10,2.50
.SJT240119P12.5,4.13,0,3.50,4.30
.SJT240119P15,6.06,0,5.30,6.10
.SJT230421P5,.25,0,0,.25
.SJT230421P7.5,.40,0,.35,.40
.SJT230421P10,1.20,+.10,1.10,1.45
.SJT230421P12.5,2.60,0,2.40,2.90
.SJT230421P15,6.52,0,4.40,5.00
.SJT230421P30,19.55,0,18.90,19.50
.SJT230120P5,.25,0,0,.40
.SJT230120P7.5,.10,0,.05,.10
.SJT230120P10,.50,-.03,.45,.55
.SJT230120P12.5,2.03,+.03,1.85,2.15
.SJT230120P15,4.05,-.85,3.90,4.50
.SJT230120P17.5,8.22,0,6.30,6.90
.SJT230120P20,8.29,0,8.80,9.40
.SJT221216P7.5,.15,0,0,.15
.SJT221216P10,.20,-.07,.15,.25
.SJT221216P12.5,1.65,-.09,1.60,1.85
.SJT221118P7.5,.01,0,0,.05
.SJT221118P10,.04,0,0,.05
.SJT221118P12.5,1.31,-.18,1.35,1.60
.SJT221118P15,3.80,0,3.70,4.10
.SHEL250117P25,.90,0,.85,1.10
.SHEL250117P27.5,1.30,0,1.10,1.35
.SHEL250117P30,2.55,0,1.40,1.70
.SHEL250117P32.5,2.20,0,1.75,2.05
.SHEL250117P35,3.20,0,2.20,2.50
.SHEL250117P37.5,4.20,0,2.70,3.00
.SHEL250117P40,3.30,0,3.20,3.60
.SHEL250117P42.5,5.12,0,3.90,4.20
.SHEL250117P45,4.90,0,4.60,5.00
.SHEL250117P47.5,5.50,0,5.50,5.80
.SHEL250117P50,6.63,0,6.40,6.80
.SHEL250117P52.5,7.40,0,7.40,7.80
.SHEL250117P55,8.60,0,8.50,8.90
.SHEL250117P57.5,10.35,0,9.80,10.10
.SHEL250117P60,11.00,0,11.10,11.50
.SHEL250117P65,16.50,0,14.00,14.50
.SHEL250117P70,21.00,0,17.40,17.70
.SHEL250117P75,24.00,0,20.90,21.40
.SHEL240119P20,.22,0,.15,.35
.SHEL240119P22.5,.60,0,.25,.45
.SHEL240119P25,.39,0,.35,.55
.SHEL240119P27.5,.55,0,.45,.60
.SHEL240119P30,1.00,0,.65,.85
.SHEL240119P32.5,1.15,0,.85,1.00
.SHEL240119P35,1.50,0,1.10,1.35
.SHEL240119P37.5,1.55,0,1.40,1.60
.SHEL240119P40,1.90,0,1.80,2.00
.SHEL240119P42.5,2.40,0,2.30,2.45
.SHEL240119P45,3.00,0,2.85,3.10
.SHEL240119P47.5,4.30,0,3.50,3.80
.SHEL240119P50,4.60,+.10,4.30,4.60
.SHEL240119P52.5,5.70,0,5.30,5.50
.SHEL240119P55,6.90,+.30,6.40,6.70
.SHEL240119P57.5,7.50,0,7.60,7.80
.SHEL240119P60,8.80,0,8.90,9.20
.SHEL240119P62.5,10.40,0,10.40,10.70
.SHEL240119P65,12.00,0,12.00,12.30
.SHEL240119P70,15.60,0,15.60,16.00
.SHEL240119P75,23.20,0,19.60,20.00
.SHEL230721P30,.31,0,.25,.50
.SHEL230721P42.5,1.40,0,1.30,1.45
.SHEL230721P47.5,2.25,0,2.20,2.40
.SHEL230721P57.5,6.10,0,6.00,6.20
.SHEL230421P25,.15,0,.05,.20
.SHEL230421P27.5,.15,0,.05,.20
.SHEL230421P30,.15,0,.10,.25
.SHEL230421P32.5,.25,-.06,.15,.30
.SHEL230421P35,.42,0,.20,.40
.SHEL230421P37.5,.45,+.04,.35,.50
.SHEL230421P40,.56,-.04,.55,.60
.SHEL230421P42.5,.80,-.10,.70,.85
.SHEL230421P45,1.35,0,1.00,1.15
.SHEL230421P47.5,1.55,+.05,1.40,1.60
.SHEL230421P50,2.00,0,2.00,2.15
.SHEL230421P52.5,2.85,-.05,2.75,2.90
.SHEL230421P55,3.80,+.20,3.70,3.90
.SHEL230421P57.5,4.70,0,4.90,5.10
.SHEL230421P60,6.30,0,6.40,6.60
.SHEL230421P62.5,8.00,0,8.00,8.30
.SHEL230421P65,9.70,0,9.90,10.20
.SHEL230421P70,13.90,0,14.10,14.50
.SHEL230421P75,24.60,0,18.80,19.30
.SHEL230120P12.5,.05,0,0,.05
.SHEL230120P17.5,.05,0,0,.05
.SHEL230120P20,.05,0,0,.05
.SHEL230120P22.5,.05,0,0,.05
.SHEL230120P25,.02,0,0,.05
.SHEL230120P27.5,.14,0,0,.10
.SHEL230120P30,.05,0,0,.10
.SHEL230120P32.5,.05,0,.05,.10
.SHEL230120P35,.15,0,.05,.15
.SHEL230120P37.5,.10,0,.05,.20
.SHEL230120P40,.15,0,.10,.25
.SHEL230120P42.5,.22,0,.15,.25
.SHEL230120P45,.30,0,.30,.35
.SHEL230120P47.5,.55,+.05,.40,.55
.SHEL230120P50,.84,+.09,.70,.80
.SHEL230120P52.5,1.35,0,1.15,1.35
.SHEL230120P55,2.15,-.15,2.00,2.10
.SHEL230120P57.5,3.40,-.10,3.20,3.30
.SHEL230120P60,5.20,+.40,4.70,5.00
.SHEL230120P62.5,7.20,0,6.70,7.00
.SHEL230120P65,9.20,0,8.90,9.30
.SHEL230120P70,15.52,0,13.80,14.20
.SHEL221216P27.5,.05,0,0,.10
.SHEL221216P30,.05,0,0,.10
.SHEL221216P32.5,.05,0,0,.10
.SHEL221216P35,.01,0,0,.10
.SHEL221216P37.5,.15,0,0,.10
.SHEL221216P40,.05,0,0,.10
.SHEL221216P42.5,.09,0,0,.15
.SHEL221216P45,.10,-.02,.10,.15
.SHEL221216P47.5,.15,-.05,.15,.20
.SHEL221216P50,.32,-.03,.25,.30
.SHEL221216P52.5,.60,-.10,.60,.65
.SHEL221216P55,1.25,+.05,1.25,1.35
.SHEL221216P57.5,2.40,+.25,2.45,2.60
.SHEL221216P60,4.08,0,4.10,4.50
.SHEL221216P62.5,5.80,0,6.30,6.70
.SHEL221216P65,9.10,0,8.80,9.20
.SHEL221216P70,13.50,0,13.70,14.20
.SHEL221118P30,.05,0,0,.10
.SHEL221118P32.5,.15,0,0,.05
.SHEL221118P35,.01,0,0,.20
.SHEL221118P37.5,.05,0,0,.10
.SHEL221118P40,.01,-.03,0,.05
.SHEL221118P42.5,.01,0,0,.05
.SHEL221118P45,.03,0,0,.05
.SHEL221118P47.5,.05,0,0,.05
.SHEL221118P50,.03,0,0,.05
.SHEL221118P52.5,.02,-.01,0,.05
.SHEL221118P55,.01,-.12,0,.05
.SHEL221118P57.5,1.52,-.27,1.45,1.65
.SHEL221118P60,3.60,0,3.90,4.20
.SHEL221118P62.5,5.50,0,6.40,6.70
.SHEL221118P65,10.00,0,8.90,9.20
.SHEL221118P70,14.99,0,13.90,14.20
.SHEL221118P80,28.20,0,23.90,24.20
.SFY221216P12,.35,0,0,.70
.SFY221216P13,.10,0,0,.50
.SFY221216P14,.60,0,.20,1.75
.SFY221216P15,3.00,0,.10,2.35
.SFL230519P7.5,.25,0,.10,.30
.SFL230519P10,1.05,0,.80,1.10
.SFL230519P12.5,3.37,0,1.70,3.30
.SFL230217P7.5,.08,0,.05,.10
.SFL230217P10,.70,0,.60,.70
.SFL230217P12.5,2.35,0,2.50,2.90
.SFL230217P15,6.10,0,4.90,5.50
.SFL221216P7.5,.05,0,0,.25
.SFL221216P10,.40,+.05,.30,.45
.SFL221118P7.5,.06,0,0,.05
.SFL221118P10,.04,-.01,0,.05
.SFL221118P12.5,2.50,0,2.30,2.55
.SD240119P10,1.18,0,.80,1.55
.SD240119P15,2.30,0,2.30,2.85
.SD240119P17.5,3.70,0,3.60,3.90
.SD240119P20,5.00,0,4.80,5.30
.SD240119P25,9.50,0,7.80,8.40
.SD230421P10,.31,0,.10,.45
.SD230421P12.5,.52,-.09,.45,.70
.SD230421P15,1.00,0,1.10,1.35
.SD230421P17.5,1.85,0,1.85,2.20
.SD230421P20,3.50,+.40,3.00,3.50
.SD230421P22.5,4.25,0,4.60,4.90
.SD230120P7.5,.25,0,0,.30
.SD230120P10,.25,0,0,.15
.SD230120P12.5,.15,0,.05,.30
.SD230120P15,.36,0,.30,.50
.SD230120P17.5,.95,+.01,.90,1.00
.SD230120P20,2.05,+.05,1.95,2.20
.SD230120P22.5,3.60,+.09,3.60,3.80
.SD230120P25,5.60,0,5.50,5.90
.SD221216P12.5,.15,0,0,.10
.SD221216P15,.15,+.05,.05,.25
.SD221216P17.5,.48,-.02,.35,.55
.SD221216P20,1.45,0,1.35,1.55
.SD221216P22.5,2.98,0,3.10,3.30
.SD221216P25,5.40,0,5.40,5.70
.SD221118P10,.05,0,0,.30
.SD221118P12.5,.10,0,0,.10
.SD221118P15,.05,0,0,.10
.SD221118P17.5,.05,0,0,.05
.SD221118P20,.45,+.05,.35,.50
.SD221118P22.5,2.79,+.26,2.80,3.00
.SBOW230421P17.5,1.21,0,0,1.05
.SBOW230421P20,1.56,0,0,2.25
.SBOW230421P22.5,3.20,0,1.00,2.30
.SBOW230421P25,3.30,0,1.65,3.10
.SBOW230421P30,3.60,0,3.40,5.50
.SBOW230421P35,5.90,0,5.80,7.30
.SBOW230421P40,12.93,0,7.50,11.50
.SBOW230421P50,14.80,0,16.90,18.40
.SBOW230120P17.5,.10,0,.10,3.10
.SBOW230120P20,.80,0,0,3.10
.SBOW230120P22.5,1.65,0,0,2.60
.SBOW230120P25,.80,-.10,.45,.80
.SBOW230120P30,2.05,-.45,1.40,2.35
.SBOW230120P35,4.19,+.19,3.60,4.50
.SBOW230120P40,7.20,0,6.20,9.10
.SBOW230120P45,11.90,0,11.20,13.30
.SBOW230120P50,10.60,0,15.00,18.30
.SBOW221216P25,.81,0,.10,.90
.SBOW221216P30,1.00,0,.55,1.70
.SBOW221118P22.5,.20,0,0,1.10
.SBOW221118P25,.09,0,0,1.10
.SBOW221118P30,.05,-.02,0,.50
.SBOW221118P35,1.55,+.60,.20,1.60
.RRC250117P15,2.30,0,0,4.40
.RRC250117P20,3.00,0,2.25,6.10
.RRC250117P25,6.64,-.36,5.90,6.90
.RRC250117P30,9.00,0,7.30,11.40
.RRC250117P35,12.00,0,10.00,15.00
.RRC250117P42,17.50,+.10,15.20,19.30
.RRC250117P45,19.00,0,17.00,22.00
.RRC240119P10,.51,0,.25,1.15
.RRC240119P13,1.30,0,0,3.20
.RRC240119P15,1.50,0,1.30,1.70
.RRC240119P17,2.09,0,1.80,2.20
.RRC240119P20,3.00,0,2.75,3.20
.RRC240119P22,4.00,0,3.50,4.00
.RRC240119P25,5.20,0,4.80,5.30
.RRC240119P27,6.10,+.10,5.80,6.20
.RRC240119P30,7.10,0,7.40,7.80
.RRC240119P32,10.00,0,8.70,9.10
.RRC240119P35,9.10,0,10.60,11.00
.RRC240119P37,10.80,0,12.00,12.50
.RRC240119P42,15.67,0,15.90,16.30
.RRC231020P18,1.75,0,1.70,2.00
.RRC231020P20,2.50,0,2.30,2.65
.RRC231020P25,5.23,0,4.20,4.60
.RRC231020P27,4.50,0,5.20,5.70
.RRC231020P30,8.99,0,6.80,7.30
.RRC231020P35,9.60,0,9.90,10.50
.RRC230616P18,1.25,0,1.05,1.30
.RRC230616P19,1.50,0,1.25,1.50
.RRC230616P20,1.65,0,1.55,1.80
.RRC230616P22,2.25,0,2.10,2.40
.RRC230616P25,3.00,0,3.20,3.60
.RRC230616P27,4.65,0,4.00,4.50
.RRC230616P30,6.90,0,5.70,6.10
.RRC230616P31,6.50,0,6.30,6.80
.RRC230616P32,6.80,0,6.90,7.40
.RRC230616P33,7.90,-.20,7.60,8.00
.RRC230616P35,8.70,0,9.00,9.40
.RRC230317P15,.45,0,.10,.60
.RRC230317P16,.65,0,.20,.50
.RRC230317P19,.65,0,.65,.85
.RRC230317P20,.95,0,.85,1.00
.RRC230317P21,1.10,0,1.05,1.25
.RRC230317P22,1.70,0,1.30,1.50
.RRC230317P23,1.75,0,1.60,1.80
.RRC230317P24,1.91,0,1.90,2.10
.RRC230317P25,2.05,0,2.30,2.50
.RRC230317P26,2.60,0,2.70,2.90
.RRC230317P27,2.80,0,3.10,3.30
.RRC230317P28,3.37,0,3.60,3.80
.RRC230317P29,4.30,0,4.10,4.40
.RRC230317P30,4.30,0,4.70,4.90
.RRC230317P31,5.60,0,5.30,5.50
.RRC230317P32,6.80,0,6.00,6.20
.RRC230317P33,7.60,0,6.60,6.90
.RRC230317P34,8.20,0,7.30,7.70
.RRC230317P35,6.90,0,8.10,8.40
.RRC230317P36,10.90,0,8.90,9.20
.RRC230317P37,7.30,0,9.70,10.10
.RRC230317P38,10.20,0,10.50,10.80
.RRC230317P39,15.80,0,11.40,11.70
.RRC230317P40,12.60,0,12.20,12.60
.RRC230317P42,13.40,0,14.10,14.40
.RRC230317P45,15.20,0,16.80,17.30
.RRC230317P50,19.30,0,21.60,22.20
.RRC230120P3,.05,0,0,.05
.RRC230120P4,.10,0,0,.50
.RRC230120P5,.10,0,0,1.60
.RRC230120P10,.34,0,0,.30
.RRC230120P12,.20,0,.05,.15
.RRC230120P15,.55,0,.05,.20
.RRC230120P18,.56,0,.10,.60
.RRC230120P20,.62,0,.35,.50
.RRC230120P21,.90,0,.50,.60
.RRC230120P22,1.00,0,.65,.80
.RRC230120P23,.85,0,.85,1.00
.RRC230120P24,1.26,0,1.05,1.25
.RRC230120P25,1.55,-.05,1.40,1.55
.RRC230120P26,2.00,+.44,1.70,1.90
.RRC230120P27,2.35,0,2.15,2.30
.RRC230120P28,2.77,+.11,2.60,2.75
.RRC230120P29,3.30,+.20,3.10,3.20
.RRC230120P30,3.89,0,3.60,3.90
.RRC230120P31,4.70,+.66,4.30,4.50
.RRC230120P32,4.87,0,5.00,5.20
.RRC230120P33,5.90,0,5.70,6.00
.RRC230120P34,7.00,0,6.50,6.80
.RRC230120P35,7.20,0,7.40,7.70
.RRC230120P36,9.30,0,8.20,8.50
.RRC230120P37,13.80,0,9.10,9.40
.RRC230120P38,9.70,0,10.00,10.30
.RRC230120P39,9.60,0,10.90,11.30
.RRC230120P40,13.00,0,11.90,12.20
.RRC230120P45,12.70,0,16.70,17.10
.RRC221230P23,.70,+.17,.50,.70
.RRC221230P24,1.05,0,.70,.90
.RRC221230P25,1.05,-.35,.95,1.10
.RRC221230P28,2.45,-.30,2.10,2.35
.RRC221230P30,3.60,+.10,3.20,3.50
.RRC221223P24,.75,0,.60,.75
.RRC221223P25,1.00,-.50,.80,1.05
.RRC221223P26,1.40,+.05,1.10,1.35
.RRC221223P28,2.30,+.10,1.90,2.15
.RRC221223P29,2.90,-.30,2.45,2.70
.RRC221223P30,3.50,0,3.00,3.30
.RRC221216P15,.05,0,0,.35
.RRC221216P16,.15,0,0,.40
.RRC221216P17,.25,0,0,.20
.RRC221216P19,.10,0,.05,.55
.RRC221216P20,.71,0,.05,.40
.RRC221216P21,.35,0,.15,.35
.RRC221216P22,.30,-.06,.20,.35
.RRC221216P23,.40,0,.35,.45
.RRC221216P24,.62,+.07,.50,.60
.RRC221216P25,.85,0,.70,.80
.RRC221216P26,1.15,+.10,1.00,1.10
.RRC221216P27,1.60,+.03,1.35,1.45
.RRC221216P28,2.10,+.25,1.80,1.90
.RRC221216P29,2.45,-.28,2.30,2.45
.RRC221216P30,3.16,0,2.90,3.10
.RRC221216P31,4.10,0,3.60,3.80
.RRC221216P32,3.77,0,4.30,4.70
.RRC221216P33,5.80,0,5.10,5.40
.RRC221216P34,6.20,0,6.00,6.30
.RRC221216P35,6.70,0,6.90,7.30
.RRC221216P36,7.50,0,7.70,8.30
.RRC221216P37,8.40,0,8.70,9.20
.RRC221216P38,7.90,0,9.80,10.10
.RRC221216P39,12.10,0,10.80,11.10
.RRC221216P46,18.30,0,17.50,18.00
.RRC221216P47,19.30,0,18.50,19.00
.RRC221202P21,.12,0,0,.15
.RRC221202P22,.20,0,0,.25
.RRC221202P23,.15,+.01,.05,.25
.RRC221202P25,.39,0,.25,.40
.RRC221202P26,.55,-1.85,.40,.60
.RRC221202P27,.80,0,.65,.85
.RRC221202P28,1.30,-.10,1.05,1.25
.RRC221202P29,1.35,0,1.55,1.80
.RRC221202P31,3.52,-.78,2.90,3.40
.RRC221202P32,3.69,0,3.80,4.30
.RRC221202P35,7.10,0,6.60,7.20
.RRC221209P22,.43,0,.10,.35
.RRC221209P23,.28,-.32,.15,.35
.RRC221209P24,.35,-.25,.30,.40
.RRC221209P25,.65,+.10,.45,.65
.RRC221209P26,.95,+.05,.70,.85
.RRC221209P27,1.23,0,.95,1.20
.RRC221209P28,1.90,0,1.40,1.65
.RRC221209P29,2.40,0,1.95,2.15
.RRC221209P30,3.02,+.02,2.50,2.80
.RRC221209P37,9.30,0,8.60,9.50
.RRC221209P39,11.20,0,10.70,11.30
.RRC221209P40,12.20,+.50,11.60,12.30
.RRC221125P19,.13,0,0,.50
.RRC221125P21,.05,0,0,.50
.RRC221125P22,.25,0,0,.15
.RRC221125P23,.10,0,0,.15
.RRC221125P23.5,.10,0,0,.50
.RRC221125P24,.12,+.02,.05,.15
.RRC221125P25,.18,-.02,.05,.15
.RRC221125P26,.30,0,.10,.25
.RRC221125P27,.41,-.22,.30,.45
.RRC221125P28,.75,0,.65,.80
.RRC221125P29,1.65,+.63,1.05,1.35
.RRC221125P30,2.00,+.40,1.95,2.10
.RRC221125P31,2.25,0,2.80,3.00
.RRC221118P15,.05,0,0,.05
.RRC221118P18,.05,0,0,.05
.RRC221118P19,.62,0,0,.05
.RRC221118P20,.21,0,0,.05
.RRC221118P20.5,.25,0,0,.05
.RRC221118P21,.10,0,0,.05
.RRC221118P22,.10,0,0,.05
.RRC221118P23,.09,0,0,.05
.RRC221118P23.5,.25,0,0,.50
.RRC221118P24,.05,0,0,.50
.RRC221118P24.5,.45,0,0,.50
.RRC221118P25,.08,0,0,.10
.RRC221118P26,.05,-.05,0,.10
.RRC221118P27,.05,-.10,0,.10
.RRC221118P28,.14,-.21,0,.15
.RRC221118P29,.90,-.25,.70,.90
.RRC221118P30,1.85,-.09,1.75,1.90
.RRC221118P31,2.85,0,2.70,3.00
.RRC221118P32,3.90,+.20,3.70,4.00
.RRC221118P33,6.64,0,4.70,5.10
.RRC221118P35,7.00,0,6.70,7.00
.RRC221118P37,9.80,0,8.70,9.00
.RRC221118P40,11.44,0,11.70,12.00
.ROCC230421P17.5,.86,0,0,4.30
.ROCC230421P30,2.95,0,.50,3.80
.ROCC230421P35,4.10,0,1.85,4.70
.ROCC230421P40,7.50,0,4.00,7.70
.ROCC230421P45,8.50,0,7.10,9.00
.ROCC230120P20,.55,0,0,3.60
.ROCC230120P22.5,1.45,0,0,.50
.ROCC230120P25,.05,0,0,3.70
.ROCC230120P30,.70,0,0,3.60
.ROCC230120P35,1.55,-.04,.90,3.80
.ROCC230120P40,3.85,-.45,1.95,4.60
.ROCC230120P45,6.05,0,4.60,7.00
.ROCC230120P50,8.70,0,6.70,10.00
.ROCC221216P20,1.00,0,0,3.30
.ROCC221216P22.5,1.40,0,0,3.30
.ROCC221216P25,.30,0,0,2.15
.ROCC221216P30,.30,-.46,.05,.50
.ROCC221216P35,.76,-.44,.05,1.20
.ROCC221216P40,2.00,0,1.10,2.15
.ROCC221216P50,8.40,0,5.70,8.40
.ROCC221118P17.5,.10,0,0,3.10
.ROCC221118P20,.10,0,0,3.10
.ROCC221118P22.5,.10,0,0,3.10
.ROCC221118P25,.05,0,0,.05
.ROCC221118P30,.20,0,0,1.90
.ROCC221118P35,.10,0,0,2.35
.ROCC221118P40,.20,0,0,.05
.ROCC221118P45,3.00,-.30,.50,5.00
.ROCC221118P50,7.70,0,4.10,8.50
.RIG250117P0.5,.09,0,.01,.12
.RIG250117P1,.20,0,.01,.27
.RIG250117P1.5,.31,0,.13,.40
.RIG250117P2,.39,0,.39,.44
.RIG250117P2.5,.62,+.06,.57,.64
.RIG250117P3,.79,0,.79,.86
.RIG250117P3.5,1.17,0,.94,1.20
.RIG250117P4,1.36,+.14,1.30,1.39
.RIG250117P4.5,1.67,+.04,1.50,1.69
.RIG250117P5,2.00,+.12,1.91,2.02
.RIG250117P5.5,2.37,0,2.25,2.39
.RIG250117P7,3.23,0,3.35,3.50
.RIG240719P0.5,.03,0,0,.17
.RIG240719P1.5,.23,0,.08,.32
.RIG240719P2,.34,+.06,.28,.37
.RIG240719P2.5,.47,0,.47,.54
.RIG240719P3,.89,0,.67,.74
.RIG240719P3.5,1.17,0,.92,.99
.RIG240719P4,1.17,0,1.15,1.27
.RIG240719P5,2.47,0,1.78,1.93
.RIG240119P0.5,.05,0,0,.16
.RIG240119P1,.07,0,.02,.10
.RIG240119P1.5,.15,0,.11,.18
.RIG240119P2,.21,0,.21,.31
.RIG240119P2.5,.38,0,.37,.42
.RIG240119P3,.54,0,.55,.60
.RIG240119P3.5,.72,0,.76,.82
.RIG240119P4,1.03,0,1.03,1.08
.RIG240119P4.5,1.30,0,1.31,1.37
.RIG240119P5,1.71,+.17,1.62,1.70
.RIG240119P5.5,1.85,0,1.97,2.07
.RIG240119P7,3.59,0,3.15,3.25
.RIG240119P10,6.75,0,5.85,6.00
.RIG230519P0.5,.05,0,0,.10
.RIG230519P1,.08,0,0,.14
.RIG230519P1.5,.11,0,.01,.09
.RIG230519P2,.10,0,.02,.19
.RIG230519P2.5,.16,0,.17,.21
.RIG230519P3,.30,0,.29,.34
.RIG230519P3.5,.47,0,.47,.52
.RIG230519P4,.73,+.03,.69,.74
.RIG230519P4.5,1.04,+.04,.97,1.02
.RIG230519P5,1.41,+.23,1.31,1.36
.RIG230519P5.5,1.60,0,1.68,1.76
.RIG230519P6,1.86,0,2.07,2.15
.RIG230519P7,2.78,0,2.94,3.05
.RIG230519P10,6.60,0,5.80,5.95
.RIG230217P1,.03,0,0,.09
.RIG230217P1.5,.05,0,0,.04
.RIG230217P2,.04,0,.01,.07
.RIG230217P2.5,.07,0,.06,.11
.RIG230217P3,.16,0,.15,.17
.RIG230217P3.5,.27,0,.27,.31
.RIG230217P4,.53,+.08,.46,.49
.RIG230217P4.5,.82,+.14,.74,.77
.RIG230217P5,1.18,+.20,1.09,1.15
.RIG230217P6,2.68,0,1.91,1.97
.RIG230217P7,2.76,0,2.82,2.92
.RIG230120P0.5,.01,0,0,.03
.RIG230120P1,.01,0,0,.15
.RIG230120P1.5,.05,0,0,.03
.RIG230120P2,.02,0,.01,.03
